Дата,Kyrgyz_Altyn_Slitok_1_Цена_обратного_выкупа,Kyrgyz_Altyn_Slitok_1_Цена_продажи,Kyrgyz_Altyn_Slitok_2_Цена_обратного_выкупа,Kyrgyz_Altyn_Slitok_2_Цена_продажи,Kyrgyz_Altyn_Slitok_5_Цена_обратного_выкупа,Kyrgyz_Altyn_Slitok_5_Цена_продажи,Kyrgyz_Altyn_Slitok_10_Цена_обратного_выкупа,Kyrgyz_Altyn_Slitok_10_Цена_продажи,Kyrgyz_Altyn_Slitok_20_Цена_обратного_выкупа,Kyrgyz_Altyn_Slitok_20_Цена_продажи,Kyrgyz_Altyn_Slitok_31_Цена_обратного_выкупа,Kyrgyz_Altyn_Slitok_31_Цена_продажи,Kyrgyz_Altyn_Slitok_50_Цена_обратного_выкупа,Kyrgyz_Altyn_Slitok_50_Цена_продажи,Kyrgyz_Altyn_Slitok_100_Цена_обратного_выкупа,Kyrgyz_Altyn_Slitok_100_Цена_продажи,Kyrgyz_Altyn_Slitok_1000_Цена_обратного_выкупа,Kyrgyz_Altyn_Slitok_1000_Цена_продажи,NBKR_Slitok_1_Цена_обратного_выкупа,NBKR_Slitok_1_Цена_продажи,NBKR_Slitok_2_Цена_обратного_выкупа,NBKR_Slitok_2_Цена_продажи,NBKR_Slitok_5_Цена_обратного_выкупа,NBKR_Slitok_5_Цена_продажи,NBKR_Slitok_10_Цена_обратного_выкупа,NBKR_Slitok_10_Цена_продажи,NBKR_Slitok_31_Цена_обратного_выкупа,NBKR_Slitok_31_Цена_продажи,NBKR_Slitok_100_Цена_обратного_выкупа,NBKR_Slitok_100_Цена_продажи,Optima_Покупка_EUR_Безналичные,Optima_Покупка_KZT_Безналичные,Optima_Покупка_RUB_Безналичные,Optima_Покупка_USD_Безналичные,Optima_Продажа_EUR_Безналичные,Optima_Продажа_KZT_Безналичные,Optima_Продажа_RUB_Безналичные,Optima_Продажа_USD_Безналичные,Цена_разница
2022-07-02,8682.416749924809,8729.962608361338,16173.65057106428,16203.08041343228,38704.344872608184,39097.725675760346,76159.3365527447,75655.90053685999,149128.82831112563,153725.4193956384,233032.0884309541,237250.09559342268,375058.5562755937,385817.37276667164,746717.791490991,771304.3363150407,7550784.576018097,7691583.512994188,8764.267641367096,8903.275054933334,16325.283862466562,16347.68040339944,38861.7879820881,39194.11663559864,76364.18697174026,76402.05643498027,233006.70739993098,238411.41826086375,748830.04548132,763270.6120224305,90.87039419166013,0.11111032652768554,0.8322148146486631,87.78225350797308,92.25005444044308,0.18072645251742114,0.8559095775441351,86.95737080778974,-44.66371653285304
2022-07-03,8669.507001769767,8763.31652652078,16173.91579311368,16301.33086444897,38763.41060854264,38930.22484394424,75823.19178287058,76100.50240201036,149370.86896934433,153883.4747117556,231677.83928449012,237211.44856762452,375316.2841473887,384439.32101456163,741010.3751154516,765511.493581366,7554116.807245858,7681961.564209698,8739.954172468926,8940.226185045089,16248.844083100103,16205.02967842285,39173.581640498094,39003.4853373547,75975.02463717558,76185.48942319429,233686.26295851346,236700.16066077314,756222.6991350667,762263.8976351034,90.3572986303824,0.11380290434551772,0.8152429183367887,86.08943541563107,91.04287774809106,0.1862156159092127,0.8562577865527092,87.13315050769316,-44.57251595871012
2022-07-04,8688.781486305636,8787.025740523299,16241.663305358596,16283.443599261778,38962.32305428327,38748.18268198878,76499.27442478215,76401.9827272623,149931.9781642451,153395.75802235285,231906.63076998485,237329.8040794723,374526.91965039814,385621.734174263,748470.194088817,768696.9899382192,7589768.793551875,7698849.757626535,8822.566769838617,8827.13139772457,16296.888311327986,16206.228209997034,38988.012590063925,39190.13267732179,76162.77352130976,76677.20518246057,233938.50564914537,237873.26201144056,749848.3288195833,763566.1509797602,89.46209774118458,0.1115852597232857,0.8657734726039138,87.62126081591742,91.75603720053618,0.18569931511793739,0.8559104778794784,87.43305221875194,-44.71278791559539
2022-07-05,8736.539667751862,8797.410113485159,16174.148593218208,16203.73293057572,38662.0584949726,38989.96506036959,76010.07988637003,75954.22625540476,150681.1488762981,153052.5084474261,232426.45079680174,237477.63535647286,372126.4670560345,385458.52269685775,747797.8412354746,767701.289662772,7646094.408870872,7681160.253614366,8836.289781583055,8898.469315427363,16377.216305521819,16326.262645656025,38806.85373219816,39132.21179996375,76076.98276394345,76343.16172852536,235138.31452701022,237049.00181328272,750407.2269414612,766517.7138095718,89.36845828014452,0.11491839427445184,0.8045363472152609,85.94245088480811,91.40177051910854,0.18532288102209524,0.8683741184313846,86.3755921839415,-44.373260557060334
2022-07-06,8657.120885935235,8751.913618019684,16145.89984112586,16252.226063455691,38625.878143868984,39014.79719515893,75668.32337595834,76518.11228117174,149980.08027679595,152386.4301542686,234446.9446000198,235744.2800024442,372053.75081564934,385266.4872592706,744756.9898069263,770716.3536544897,7562650.155583852,7683322.712464681,8715.09043291046,8836.613000831241,16427.99824897028,16406.511861013485,39028.24959853529,38929.61913123922,75939.32946447248,76629.91821775425,233905.7558601587,235170.42641702524,751463.3398624907,763059.5526463521,90.543485686204,0.11559758711099777,0.8163386584970963,87.3066613409278,92.3076458780715,0.18687397507020945,0.8855193028757802,87.13136295747947,-43.85920721974534
2022-07-07,8681.14474879411,8762.670328018397,16259.099788859403,16394.94170058342,38831.75406107445,38738.364216914146,76418.00703781511,76271.8133669988,150025.84532339376,152447.3078017626,231725.88047392012,237382.58007453504,373870.73421417625,386405.67295423907,742802.2198806438,765714.1593093112,7635218.8618329745,7615426.112546574,8812.741785224254,8826.525883624545,16403.68441248306,16490.718474687965,38938.14404636244,39123.39594945428,75976.01312350301,76503.11266070868,233196.41212743177,236048.5401822983,750857.9842734671,767324.2779093332,89.40164708370406,0.12063028995763268,0.8303697031663799,87.09400248397905,92.59526900357281,0.1787688525934968,0.832520509507181,87.99676568083552,-43.42231677383145
2022-07-08,8734.094807515208,8742.430234014331,16275.380416241722,16217.242395431862,38850.183448004864,38708.039156814244,76489.49762168246,76560.07825082108,150462.70039831873,153493.684216579,232568.87722617708,236913.97283471096,375518.63842389657,384972.43845493003,742833.2667006323,767198.2133504761,7572377.551051383,7670274.417048725,8733.5382898122,8754.552660365722,16449.500597290793,16278.73754811252,38975.10211518635,39240.46886654404,76181.3246944478,76195.74005348887,235706.95019101704,235509.59097452677,754707.8103954537,760796.4188887493,90.75732347685548,0.11609622180861298,0.8492907426263995,87.41260545993617,91.16360444533791,0.17823421135873485,0.8183548630157647,87.49738055169065,-44.23930391304899
2022-07-09,8693.246620181422,8760.407578613844,16209.593227647956,16263.396419559236,38895.58825965481,38950.139318527785,75758.94409872904,76450.95829319858,149111.68859525755,153147.19769405117,234099.54353441115,235916.70797393343,375788.3814108163,385519.0705892327,749872.1230484324,768404.8014301483,7555939.697201802,7622232.586920451,8762.416733198423,8884.97705755253,16425.45592722049,16329.694625610917,39009.961074895065,38929.26737305136,76100.39525031496,76643.44632214855,234691.36394915826,235823.93889667955,756602.3059683274,765965.6528268135,89.37743774118562,0.11110630820274467,0.7911127988356613,86.27848605550622,92.70900543243602,0.18684043702112588,0.8646924049521,86.96377692435104,-44.969858486941376
2022-07-10,8693.76394406112,8727.54015529874,16167.270895582102,16233.217517759225,38742.56975006243,39005.521664795255,75775.87066802775,75868.98697671153,149122.56603894816,153350.01353191913,233225.27953754365,238475.06849170805,373802.8141294274,385510.9645077499,746735.2943736885,768895.6708554128,7554095.940842954,7601415.2222055085,8869.300674898255,8928.381524167598,16226.036328600405,16393.08068607013,39126.42631697595,39290.79782025851,76099.97089996158,76411.51447672865,232424.5540447843,238949.24802922414,752231.6991840436,764344.42832329,89.83848864135017,0.11836247963353837,0.7935605325663927,87.30805393892408,92.98740392578901,0.18270163670083236,0.8488891862214921,87.19322025017244,-43.97934605803933
2022-07-11,8692.807115485384,8720.329638785399,16121.781271748225,16376.526666286705,38987.83291205561,38725.31594500694,76370.63271165307,76516.83138625641,150038.86281001553,153443.4007947535,231881.2136968363,238322.71867638052,372817.40331204736,385462.4285814026,744513.0703034165,764884.3156234052,7576755.894620668,7637678.243322775,8739.46335532179,8942.368496800667,16186.306084743102,16274.227191949143,39148.95360561585,38952.61528028131,76336.83939280322,76361.27858358836,233756.1220337418,236976.88546392426,749416.1918767291,768742.5729734246,89.02847394718259,0.11141600556797884,0.8795196863846761,86.30712523372907,91.89420608077393,0.18526827315584668,0.8953591326683378,87.92620591698281,-43.063429945186904
2022-07-12,8663.722083421388,8737.60227246014,16181.899649328356,16325.378286258892,38793.650133654584,38771.01346338609,76405.59096294818,75930.5877393451,150446.2370528929,153798.4935846759,231931.64863289165,238423.0439940618,373962.87492744176,383034.5643613957,748598.4850095704,766515.8520234745,7558138.499030995,7696394.891970524,8830.239116179191,8900.791068270057,16419.359176147304,16415.74307888555,39137.649548715584,39037.317666036484,76209.86485724115,76178.4274533288,234447.59595994375,235002.33940030535,754510.4589485355,769436.8255951465,90.85969035473909,0.12098476475825776,0.8497746755278116,87.3774307669041,92.929494542322,0.17781409688769334,0.8730793288273467,86.58651156766352,-43.67392685591519
2022-07-13,8713.547947941968,8744.705159312542,16191.276498274232,16250.176161726,38945.02884020782,39097.85021467094,76031.47784533339,75811.812144735,150055.7459090819,152101.77229812136,231833.832629545,237960.7752303214,375745.3788072444,383506.91422452754,744547.8244364798,766697.6017716354,7552874.275605642,7664647.708303407,8796.582215744074,8792.472608550353,16408.311091855416,16317.793306908388,38937.10252693186,39176.393286782615,75933.24115738671,76366.57049524414,234822.81815593533,235731.33447412017,751553.2476780908,769408.8506623238,89.05605586294475,0.11608358473909311,0.8712594064983705,85.89679587230272,91.78480049408299,0.17747437231224553,0.9092201746835981,87.7313216020728,-44.55944363771677
2022-07-14,8690.29419272936,8761.567054647045,16218.265361107286,16331.407114972837,38720.72192593661,39026.376037256334,76256.74140950106,76443.19492102758,150485.09711277296,153826.06650016241,233538.00055845562,236756.59614838616,375880.45239981514,383550.46221285337,748708.5636781664,763532.9668424131,7556283.677107115,7608073.8950299425,8711.980670817595,8762.202955054843,16303.51224805914,16441.644340855943,39146.72048753465,39156.49734993342,75914.87407011742,76538.2563364262,233147.6256446101,238244.2972311356,754862.0844753366,768447.4544735113,89.05763920961313,0.1148265517207185,0.8462834918543046,87.49176487949067,91.22153105630576,0.18659309990261186,0.8951016977489278,87.19112940995879,-43.28516136685614
2022-07-15,8718.568386583596,8787.178089460187,16115.360464742944,16226.3782360293,38623.38077384398,38890.56856304112,76259.98386960241,76001.75236781183,149029.8329877305,152144.86530588628,232350.29685657288,237791.82443030845,374309.1102334707,386832.72926450334,748962.925982936,763426.5391534298,7558651.04659131,7630624.39542449,8820.362635272959,8777.575613410288,16372.415978316678,16277.524405664964,39147.40564815356,38990.71997552019,76057.2557166925,76642.97711199248,232377.5502988744,237118.08280278384,751828.9188627269,768208.2230417766,90.57745798470802,0.11699403722347985,0.8787995779920964,87.65743848537817,92.16307305238716,0.17865006051597512,0.816607629006297,86.5946468826973,-43.61182903575218
2022-07-16,8731.68647092511,8743.272540596825,16147.230296570437,16269.529795541985,38963.0552516959,38910.07566329647,75516.08027414838,75791.28524472508,150965.05783488587,152184.50283814082,232145.49432847163,236396.69165441362,372689.0357577071,384594.7059545993,747094.8371497684,771420.3234977687,7584496.901056377,7667573.499275417,8775.187697443096,8920.97116064097,16235.552013164031,16280.723923100752,39145.77048888931,39269.6075803883,76420.47409099722,76575.77769325138,232275.78382258886,237530.21767696887,755177.8215179275,768785.1147570127,90.06077819416056,0.11329538886722307,0.8342125013949443,86.8399373180654,91.06482922962417,0.1787015670064612,0.8150426097316343,88.17786550709003,-44.13105006074414
2022-07-17,8677.335180621187,8783.429218682226,16203.346029783292,16208.513452287838,38686.987338820974,38881.99430535554,76377.79023879529,76209.97879076321,149171.66859295126,153384.81814735447,231723.81101354992,236592.5919322829,372688.874800461,383585.2869959706,740390.4110275748,765522.9232880968,7636061.835250809,7649424.081835982,8856.724151137134,8814.69269660595,16234.858272772506,16281.147497442451,38872.687081300835,38913.78838806321,75985.30339109758,76390.42310562257,232850.1746038715,236978.07295195048,751041.6047987444,765246.016789619,90.96635283920068,0.11606963761930521,0.8720681945648562,87.4460606040318,92.08822753518199,0.1857914196491236,0.835868060408214,88.211715623974,-43.08469386358217
2022-07-18,8656.524131090471,8763.203281065062,16289.461519848883,16283.165668289193,38647.30710413371,38936.06171197069,75906.86231293318,76420.0158581096,149389.15830031538,152293.8633339354,234208.00596137633,237163.99157760374,372513.233092503,386762.9436056669,749528.6052299967,768381.9196278913,7640460.888974158,7685767.031271319,8874.232024693025,8785.212764209682,16330.285772809446,16426.984150357803,38822.67725819785,39056.80745471046,76138.08060739437,76345.24551747846,233461.21816983228,235630.00881286143,752615.8155506222,762427.4108718792,89.42178572180475,0.11969025646008784,0.8369498767070743,87.49703214415953,92.1302698696366,0.18431810535177723,0.8528582130871099,86.89243916332309,-44.972903042941574
2022-07-19,8704.379832021246,8713.648208080342,16134.251501300934,16241.089901748417,38994.44084816445,39044.23247283658,75615.24357360358,76599.11024148931,150102.79120420263,153769.53311405497,233008.2509636764,237082.43518148517,374260.48922110954,386635.4407419631,747555.8616244326,766734.272127447,7566662.711508402,7691783.282645447,8760.580932111128,8941.38253067731,16345.98237221232,16242.852394178342,39055.91295922359,39152.06056336795,75916.37037329619,76247.12977570239,233650.20057686837,238522.3786280303,754930.7676138817,760507.6950911281,89.4081733924852,0.11568381129532296,0.8111342383640764,86.77000294026347,91.67830547331965,0.18208942681507237,0.9003130136883759,86.85746490237801,-43.99129487102847
2022-07-20,8675.470731422396,8712.106484739117,16299.920003407708,16370.405282559312,38917.999185774475,38731.33097360883,76267.29669833304,75772.13159688858,149960.7048568826,153473.33460104512,233733.23310652116,237733.5493987076,372498.0122245895,383906.8544754374,741228.6149561378,770198.956783688,7601073.820164893,7694390.043840502,8826.944783743169,8931.040730918861,16294.242329795507,16438.652690417275,39157.54129594164,39254.45587864986,76250.5667479132,76384.8283463046,234770.8822425079,238639.9531698393,755661.2632496002,769366.8151092089,89.17628512396061,0.11396454313075471,0.8275600467294972,86.61554315607019,92.18955448077025,0.1784806052756874,0.8491235842944951,86.88181482622595,-43.80260138940717
2022-07-21,8741.182288797847,8755.216957061282,16190.652116748053,16317.40747901859,38976.46089152839,38714.7398019447,76215.46075024822,76082.78540213536,149233.39463378163,152648.7602302161,232502.27105588533,235951.92410176503,374830.0422746131,383705.1194319743,740874.7416389227,769248.7417864638,7606800.926475014,7680773.201924354,8828.006792544385,8793.194177439684,16186.959826867262,16351.37212695658,38996.665059857936,39109.823765650064,76299.48253811346,76351.9752799876,234498.7908852528,237487.55618355496,752820.8910685979,762736.5617402943,90.29687972823642,0.1208668444457573,0.8543779379130483,86.33705841720841,92.7934745026469,0.18591442839674596,0.8510548087879233,87.6132311211517,-43.09620793456351
2022-07-22,8655.318654022247,8759.517669960753,16196.28879352813,16365.434144453558,38682.17375954229,38874.96989121346,76296.75796824091,76362.81252662299,149267.56757619206,153894.28919323048,232713.9597817685,237659.62454934878,374625.1046019745,385181.20708477136,748047.7897172302,765520.0425627255,7587632.2322152695,7639516.836673514,8876.955606363266,8918.93712406153,16428.219562611317,16399.96295002569,38994.97518279115,39240.735233161264,76199.39498987366,76303.38159444852,233083.87575399026,237108.38776838614,751512.6389160085,766007.3682128799,90.40537368351137,0.1190485391283169,0.806003187470983,86.02517783185003,92.37440326654539,0.18430161168904075,0.8533604725039152,88.3298084893634,-44.87873462982231
2022-07-23,8726.910887026183,8792.419772467785,16297.796415776798,16397.172400526513,38745.09669827632,38788.05754896825,76053.99924940855,75720.89786827445,149005.89058141614,153482.02482225362,231708.62682126806,237197.91879506328,374063.4718989522,385572.3307425761,746753.803162057,763718.2308232295,7560219.411372209,7644234.930442178,8709.866939636997,8912.316855349573,16435.927178827533,16241.92482923105,38936.51457628613,39011.03543811067,76325.06813205568,76333.81219755937,235312.6140121998,238103.8379442902,753548.1888232781,762537.6519869991,89.65561690828251,0.11492667866759136,0.7981264349751244,86.68382379881164,91.16015894970471,0.17841726413037942,0.8937164676309597,86.98128230080248,-43.79842563157856
2022-07-24,8653.960021891731,8792.032316349761,16204.678232536882,16317.24935036574,38617.15175907419,38773.804255446485,76461.3697064985,76348.71414950812,149331.28521125618,153455.58349241395,234317.58365347466,237037.04841400456,375159.69910848944,386141.57265483803,744157.1917508496,772079.4423766785,7627050.687164696,7690070.731146236,8725.781021814719,8758.810300535106,16200.306522866627,16419.993093428297,38988.04094950867,38931.39092169428,76018.53872049067,76489.50019525501,232123.44914079222,235599.3818019734,752671.067727983,761198.7409402068,89.49024086958333,0.11720874212458468,0.82104854020897,86.24680558369724,92.86466124703496,0.17766354757210337,0.8919468457643202,87.06238478549517,-43.345233977580286
2022-07-25,8707.232323311147,8761.111265821753,16143.548585310002,16339.103675818926,38712.84405983528,39074.9619757808,75504.38997554197,76402.68503154926,149052.08374058097,152073.5034774648,231665.82718376018,236486.9791465531,374013.1234684749,384377.4624022623,747934.5765119527,771799.9949812954,7608900.344680225,7635121.672526871,8778.048429409335,8766.760184304676,16352.685612256792,16321.421801669592,38942.44247818651,39078.10281289532,76284.45769299346,76526.62800472263,234017.66385409897,235873.5093100271,753352.2271355446,765563.8999783151,89.72045040187813,0.11706511323032576,0.8354416035279758,87.16893375384151,91.31191051769981,0.1844431211521408,0.9043686564875468,86.48735294120262,-43.67497414695089
2022-07-26,8651.411540862086,8790.798359438708,16117.798990936575,16205.06755508708,38861.57769048763,38741.32713434223,76367.9275163314,76146.52228935489,150098.0509646256,152591.58830945424,232447.43840005362,237422.86938299742,372401.5466817288,385030.5163942024,748158.8359048123,770208.7080167523,7562821.340415928,7648172.914624876,8711.757047528077,8795.683380294618,16384.226682985936,16446.27256662247,38878.9988240189,39147.21904499914,76218.40168229539,76661.58410633018,234917.5578230504,238345.42988031876,751263.8126012338,761092.7535383052,90.65678958317373,0.11732002145843372,0.8038885449652342,86.91048305231776,92.15658531440603,0.1832592482908179,0.8467160185938032,88.1551298234576,-43.705020487296956
2022-07-27,8677.32359017553,8705.558465743125,16114.92820048851,16373.982052582343,38761.91050039994,38812.933131644735,76415.72373929647,76360.81521041699,150691.40198898094,152323.39918987628,232720.74457048258,238441.86871916635,372210.4427563744,383115.4331219842,743302.9697719851,771543.2713801509,7571630.919542829,7646129.3577977335,8756.907050843158,8826.136202429607,16187.005859840732,16419.904116292917,39015.21271610196,38919.833449884914,76451.09706143141,76677.37623290443,234928.00992401733,236174.2617157578,750414.84993135,760728.6740187122,89.01603333833414,0.11352473712259299,0.8626817065931803,87.26588109472408,92.11273497859885,0.18136841941652995,0.8582747952234578,88.29802930835446,-44.71024529280358
2022-07-28,8689.904919933786,8798.842826888094,16257.049255935322,16285.027226488604,38848.28528785314,39007.78288113676,75811.25464007088,75899.40028686382,149075.5698349944,152356.32460742324,234195.0155048854,237279.95147203913,372456.4754501927,384912.5120099344,740730.8635340208,766178.8626898369,7578475.027276623,7617055.65044998,8728.093332369244,8790.213711549897,16278.662852717202,16267.019914118715,39004.623520018366,38973.514264105645,75919.04670592897,76231.98036162525,232290.2363798662,238405.7757689727,751297.5025414089,766415.3978663884,90.64441620178248,0.11952380975818425,0.808670412041733,86.09020400161911,91.93450161101849,0.18176034879340364,0.9072737253180543,86.44732161483975,-43.46040776499123
2022-07-29,8724.68851865658,8783.504453854577,16261.174811235574,16341.308610463948,38708.6729341239,38914.110298786894,76112.66181656488,75685.2608227495,150057.71107270077,153517.41332465157,232400.74132930793,238138.04878219264,372718.7698666542,383181.10387229355,740464.1261555002,770163.120017957,7604879.319065759,7601259.237716791,8836.051065169568,8815.055416619814,16166.999825373543,16426.93297320776,38877.840546844745,39237.51245309156,75914.66309040837,76245.78806649406,235631.70329185235,235825.75679733758,753915.0699625802,768403.1852540601,90.16745013277331,0.12073358099250185,0.7870841346900623,86.78708704884801,91.91852499142495,0.18030551697286343,0.817620750753742,87.89219974956794,-44.6070856807831
2022-07-30,8684.239752683492,8742.267406543153,16161.465136119563,16251.276599754554,38939.67933852121,38794.34000679222,75929.12024801724,75634.36800178677,150472.9939038077,152056.89238295544,233350.35243180447,237857.54358213907,375260.8811290386,386211.4451305534,743273.3717472561,771110.343221564,7587110.038084818,7668027.447928915,8793.740830580058,8768.366811995487,16197.28562964021,16233.10801618344,38839.70840273677,38978.504311301374,75981.86704927406,76662.39684098508,232955.28832266014,236801.21279376207,756574.1401081879,762718.3706300068,90.75901013754131,0.11354889685667381,0.8049976411127621,87.2462022950208,92.55458774652001,0.1827619851885037,0.8297092901159234,86.95596656321324,-43.188213570581084
2022-07-31,8730.717165030463,8744.770737653394,16187.302565038373,16255.805130428307,38916.783017097914,39043.91884094213,76004.89779794439,76215.68623937518,149492.74022130418,152300.90401819104,233737.7919660296,237343.5279727428,372559.06533125724,385440.8711953318,748920.8489546742,770076.3638175403,7594636.93292091,7678996.222782529,8752.311868352775,8776.526761138744,16414.536698845917,16370.329373213108,39020.390670934656,38933.455099143466,76211.9621385335,76210.85363986499,232139.17262175248,236011.31401844718,753477.2739303318,760149.3548179383,89.66663239467256,0.12006696125606027,0.8230315363716669,86.24872412707161,91.35545573925855,0.18427446880781118,0.8493964548935127,87.36217946711155,-43.06850345576752
2022-08-01,8669.295980918821,8788.127340237434,16267.531317128394,16387.011574740154,38726.40990947825,38808.10678922239,76398.35616846128,76465.75259653012,150006.79774997683,152438.42546430783,233024.8113247471,237515.04703350764,372247.73591368983,383962.06611749076,746287.6405428355,766935.5709407083,7637971.704679152,7613810.647922241,8864.28058410938,8801.907457617868,16223.120635116236,16490.42592886558,38956.70344380423,39275.29060901443,76221.24536553604,76637.75714495074,233029.0990277022,236298.5155899196,747548.1898588354,768917.2966126662,89.88236318247581,0.1138462141279031,0.8775722059087855,86.9066922232684,92.12205267764676,0.18519496873445077,0.8405304610278671,88.03588948494757,-44.321989538803365
2022-08-02,8655.60605040211,8779.51588109825,16170.86571716143,16397.457514358277,38728.84235135147,39077.49992326989,76156.95121195694,75779.90606681237,150101.77338654132,153042.85479130418,233303.23569357223,235570.5547017198,374565.50210909994,385825.7901054666,748867.302174226,764779.9636833796,7648789.421207088,7623156.281731621,8885.545431293613,8767.132172955153,16314.481726294334,16489.324495133682,39120.243416097546,39187.74296431012,76059.44057808613,76306.65598416713,233668.47899923986,237929.64359846638,748276.1803940681,765869.8083643549,89.3043226622177,0.11613356072862686,0.7866135880852329,86.03986161879128,91.63444461938334,0.1791577497922738,0.8125091569820933,87.86747713371199,-44.71409970369559
2022-08-03,8657.11948928302,8737.370443803851,16164.372424150191,16325.485587994275,38614.8558508283,39001.03864346422,75602.8737773304,76456.84904854887,149975.26120454984,153720.56099041973,233526.69022816364,235951.42960612415,373823.9218062716,384007.8892796852,744939.6133967335,765083.0582438654,7615738.677984323,7615297.593224679,8879.15091926688,8807.245675951624,16444.90780706304,16301.915757250059,39100.388026694614,38969.33325571929,76038.76737439723,76688.08193321388,233503.48361198185,236726.94874659466,750813.0241417228,765535.7167331366,89.50369583005606,0.11648633052050913,0.8146250247694587,86.07103388631171,91.96233130510565,0.18173827355392275,0.8723314933362133,87.00149856168245,-44.33835075241323
2022-08-04,8654.441337549386,8780.075643496317,16112.715315119547,16240.181182290757,38812.21943852452,38734.82958308033,76246.55446532948,76179.62853520057,150918.07382768445,152395.4029734752,232392.25048986007,236366.60348707993,372789.87621514004,386221.1375463881,742235.9439725496,768648.9480462691,7614713.113024856,7640966.6051242,8808.121497529546,8805.413557344014,16414.470572913204,16283.249220809988,38922.21962178517,39196.08445162772,76221.80564646906,76463.83130279163,234547.52432308297,237841.38837412788,751124.0270112235,761852.2324997854,90.60378913337598,0.12095716666589501,0.8668700306282837,87.22192180514315,92.4334691215967,0.18232621918512865,0.8580950955973119,86.96632448284356,-44.9691975020862
2022-08-05,8651.097121937715,8780.578370258543,16214.26186317185,16390.884653919773,38843.28743122608,38862.9153617001,75993.0587226094,75690.25849920424,150598.82282738527,153665.71106886395,231576.9850729226,237705.13840051775,373002.33368126454,386542.63313867664,744799.7237211802,764399.2601515225,7628311.016095851,7629283.176926391,8783.719730491917,8824.474874116098,16433.26771834459,16491.629935975543,39109.73961598621,39208.49558002851,76386.12328715366,76474.61268519542,233260.36472727868,238907.09125966896,748479.6613637804,764878.7548701933,90.74168942292266,0.11504665403281322,0.795286716852353,87.04180771353784,91.7686935879894,0.1866641061592832,0.8451564036745814,88.22003165593388,-44.32736539049865
2022-08-06,8655.557207075119,8768.139425375035,16103.70616344519,16358.430042537218,38873.72461462663,39005.040093780364,76324.24013590907,76206.1937950615,149671.33613859862,152833.99363151542,233617.64140710136,235863.11709302673,374687.17775230116,384635.94477221026,743956.3090960678,771795.8032623262,7551857.982041891,7626286.536556085,8780.401822479109,8776.452732043257,16186.672685355554,16309.963855418498,38899.19092602747,39217.932713364906,76089.443124804,76202.06248621702,234427.971830131,238090.52025625293,747742.7467575697,764719.7938071603,89.40598574222915,0.1187311962135534,0.8659268979020271,86.24090892283695,92.38415283466296,0.18020852111178698,0.870278206580575,86.93090578428635,-43.77835755229614
2022-08-07,8730.029119296481,8729.453026260126,16176.174583252929,16390.51203696545,38727.203178759235,38952.1425974566,76349.9369312279,75796.97138364374,150625.63260896032,152192.6094451886,234486.7258502705,235911.07486308226,373416.942973773,386873.18933705834,745978.3836750097,772927.0635957998,7584807.458551769,7633011.415761869,8706.690773461534,8787.862241832683,16394.927864430374,16471.57718677165,39127.105465788736,39283.14520612908,76460.9870828073,76388.57443718257,233694.96142571807,237523.83348654324,750714.7336859555,768752.0402791081,90.52671917276778,0.1198174546245826,0.8628413159024113,86.994333693618,92.58419840077515,0.18355636718483423,0.8269736504315355,87.89493184248231,-44.68090500288649
2022-08-08,8684.407425943193,8747.216542037402,16210.971891823114,16399.003527204197,38726.24412198571,38973.963563003555,75554.04486046641,76111.9332789643,149624.90133923202,152073.01789494383,232394.91554811897,235983.07634159081,375813.81587233,386272.33702913043,748435.4746452025,772071.3715485373,7612806.402523897,7674317.69438072,8706.54907714368,8872.154813173123,16384.94669070741,16365.74897621329,38988.34230238245,39293.23124459518,76298.15264106487,76553.81566546542,232524.80002019092,238833.16189127575,754012.2187478358,765878.2759531406,89.61960913411714,0.11971754859142643,0.8438694982897283,85.90532186185841,92.9205636563262,0.17864276589017306,0.8484815266345671,87.51003895102988,-43.02745193139526
2022-08-09,8658.373952429625,8718.482845410137,16236.738073029142,16347.262226055935,38620.42500502861,39040.67524903546,76235.94590373703,75880.43035547236,149305.34255165685,153007.23032719403,234284.09899975487,238375.24550182937,373018.161202612,384059.14399452007,744206.335161781,770285.3825151895,7587108.012668155,7672576.241365976,8885.493122555305,8824.59330569647,16211.14263229309,16284.39608529753,38987.74504027193,39043.0856311819,76152.42693161163,76379.93441735694,234301.40288610934,235984.84061059987,753908.6690566547,760390.1203525873,89.7737761811429,0.11964524737362646,0.8284912538632683,86.77733833131084,91.48803321471699,0.17709266637485457,0.8107824465561477,87.998980853371,-43.97802660390772
2022-08-10,8654.762529859252,8733.715134693428,16141.824849939014,16319.371118052188,38750.49662750102,38910.10806683311,75985.83212763318,76033.8406300413,150834.47075357827,152686.90646337142,232370.40425757968,236292.6684545517,372941.07071762107,384532.1518809824,742964.1442862409,770535.1867879669,7634329.118810702,7630314.978139234,8730.802308624814,8924.35162238453,16387.68661096639,16317.598855622944,39034.432102622195,39169.056373746826,76297.6347799052,76570.4403733916,235355.4266641335,235973.23227708653,756100.3783673467,762076.4907417003,90.81938776236623,0.1155803912450441,0.7977710388736295,86.98874311488454,92.7979135962789,0.185625767533881,0.8816535582639746,87.1186345862683,-43.35158459055387
